"ISIC Rev. 4","CPC 2.1","CPA 2.1","Review","Redundancy","Unmatched","NoMatchFromA","NoMatchFromB","ISIC Rev. 4_Description","CPC 2.1_CPC21title","CPA 2.1_Name","CPA 2.1_Include","CPA 2.1_Exclude","CPA 2.1_URI","ISIC Rev. 4_ISIC4partial","ISIC Rev. 4_CPC21partial","CPA 2.1_CPA 2.1 label","CPA 2.1_CPC 2.1 label","CPA 2.1_Count of CPA 2.1","CPA 2.1_Count of CPC 2.1","CPA 2.1_Comment"
"","","85.3","","0","1","","1","","","Secondary education services","This group includes:
- educational services for secondary programmes that become increasingly specialised as a student moves from one level to the next. These programmes can be general or technical/vocational according to the following definitions:
  • general programmes: Covers education which is not designed explicitly to prepare participants for a specific class of occupations or trades or for entry into further vocational or technical education programmes.
  • technical/vocational: Covers education that prepares participants for direct entry, without further training, into specific occupations. Successful completion of such programmes leads to a labour-market relevant vocational qualification.","","853","","","","","","",""
"","","85.31","","0","1","","1","","","General secondary education services","","","8531","","","","","","",""
"","","85.31.1","","0","1","","1","","","General lower secondary education services","This category includes:
- educational services at ISCED Level 2 generally aiming to complete the provision of basic skills and knowledge of the primary level, although teaching is typically more subject-focused, often employing more specialised teachers who conduct classes in their field of specialisation. 

These services cover education which is not designed explicitly to prepare participants for a specific class of occupations or trades or for entry into further vocational or technical education programmes.","","85311","","","","","","",""
"","","85.31.2","","0","1","","1","","","General upper secondary education services","This category includes:
- educational services for programmes (ISCED Level 3), with a higher degree of specialisation and where teachers are more qualified and specialised in their subjects when compared to Level 2. Often different streams and types of programmes are available at this level. Generally speaking, completion of Level 3 education is the minimum requirement for entry into tertiary education programmes. 

Services in this category cover education which is not designed explicitly to prepare participants for a specific class of occupations or trades or for entry into further vocational or technical education programmes.","","85312","","","","","","",""
"","","85.32","","0","1","","1","","","Technical and vocational secondary education services","","","8532","","","","","","",""
"","","85.32.1","","0","1","","1","","","Technical and vocational lower secondary education services","This category includes:
- educational services at ISCED Level 2 generally aiming to complete the provision of basic skills and knowledge of the primary level, although teaching is typically more subject-focused, often employing more specialised teachers who conduct classes in their field of specialisation. 

These services cover education that prepares participants for direct entry, without further training, into specific occupations. Successful completion of such programmes leads to a labour-market relevant vocational qualification.","","85321","","","","","","",""
"","","85.32.2","","0","1","","1","","","Technical and vocational upper secondary education services","This category includes:
- educational services for programmes (ISCED Level 3), with a higher degree of specialisation and where teachers are more qualified and specialised in their subjects when compared to Level 2. Often different streams and types of programmes are available at this level. Generally speaking, completion of Level 3 education is the minimum requirement for entry into tertiary education programmes. 

Services in this category cover education that prepares participants for direct entry, without further training, into specific occupations. Successful completion of such programmes leads to a labour-market relevant vocational qualification.","","85322","","","","","","",""
"","","85.4","","0","1","","1","","","Higher education services","","","854","","","","","","",""
"","","85.41","","0","1","","1","","","Post-secondary non-tertiary education services","","","8541","","","","","","",""
"","","85.41.1","","0","1","","1","","","Post-secondary non-tertiary education services","","","85411","","","","","","",""
"","","85.42","","0","1","","1","","","Tertiary education services","","","8542","","","","","","",""
"","","85.42.1","","0","1","","1","","","Short-cycle tertiary education services","","","85421","","","","","","",""
"","","85.42.2","","0","1","","1","","","Bachelor's or equivalent level tertiary education services","This category includes:
- education services leading to a bachelor’s degree or equivalent. Such education services are offered in universities, colleges and similar institutions of higher education.","","85422","","","","","","",""
"","","85.42.3","","0","1","","1","","","Master's or equivalent level tertiary education services","This category includes:
- education services leading to a master’s degree or equivalent. Such education services are offered in universities, colleges and similar institutions of higher education.","","85423","","","","","","",""
