CPA 2.1,Name,Include,Exclude,URI
22.29.21,"Self-adhesive plates, sheets, film, foil, tapes, strip and other flat shapes of plastics, in rolls of width ≤ 20 cm",,,222921
22.29.22,"Other self-adhesive plates, sheets, film, foil, tapes, strip and other flat shapes of plastics",,,222922
22.29.23,"Tableware, kitchenware, other household articles and toilet articles, of plastics",,,222923
22.29.24,"Parts n.e.c. for lamps and lighting fitting, illuminated name-plates and the like, of plastics",,,222924
22.29.25,Office or school supplies of plastics,,,222925
22.29.26,"Fittings for furniture, coachwork or the like, of plastics; statuettes and other ornamental articles, of plastics",,,222926
22.29.29,Other articles of plastics,,,222929
22.29.9,Manufacturing services of other plastic products; sub-contracted operations as part of manufacturing of other plastic products,,,22299
22.29.91,Manufacturing services of other plastic products,,"This subcategory excludes:
- plastic coating services of metal surfaces, see 25.61.12",222991
22.29.99,Sub-contracted operations as part of manufacturing of other plastic products,,,222999
23,Other non-metallic mineral products,,,23
23.1,Glass and glass products,,,231
23.11,Flat glass,,,2311
23.11.1,Flat glass,,,23111
23.11.11,"Glass cast, rolled, drawn or blown, in sheets, but not otherwise worked",,,231111
23.11.12,"Float glass and surface ground or polished glass, in sheets, but not otherwise worked",,,231112
23.11.9,Sub-contracted operations as part of manufacturing of flat glass,,,23119
23.11.99,Sub-contracted operations as part of manufacturing of flat glass,,,231199
23.12,Shaped and processed flat glass,,,2312
23.12.1,Shaped and processed flat glass,,,23121
23.12.11,"Glass in sheets, bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed or mounted",,,231211
23.12.12,Safety glass,,,231212
23.12.13,Glass mirrors; multiple walled insulating units of glass,,,231213
23.12.9,Sub-contracted operations as part of manufacturing of shaped and processed flat glass,,,23129
23.12.99,Sub-contracted operations as part of manufacturing of shaped and processed flat glass,,,231299
23.13,Hollow glass,,,2313
23.13.1,Hollow glass,,,23131
23.13.11,"Bottles, jars, phials and other containers, of glass, except ampoules; stoppers, lids and other closures, of glass",,"This subcategory excludes:
- ampoules of glass, see 23.19.23",231311
23.13.12,Drinking glasses other than of glass-ceramics,,,231312
23.13.13,"Glassware of a kind used for table or kitchen purposes, for toilet, office, indoor decorations and the like",,,231313
23.13.14,Glass inners for vacuum flasks or for other vacuum vessels,,,231314
23.13.9,Finishing services of hollow glass; sub-contracted operations as part of manufacturing of hollow glass,,,23139
23.13.91,Finishing services of drinking glasses and other glassware of a kind used for table or kitchen purpose,"This subcategory includes:
- etching and coating by vapour deposition of drinking glasses and similar glassware
- engraving (e.g. putting on markings) of drinking glasses and similar glassware","This subcategory excludes:
- printing services of glass, see 18.12.16",231391
23.13.92,Finishing services of glass containers,"This subcategory includes:
- etching, coating by vapour deposition and engraving (e.g. putting on markings) of glass containers of a kind used for transport or packing purpose, e.g. bottles, for food and beverages, pharmaceutical products or toilet preparations","This subcategory excludes:
- printing services of glass, see 18.12.16
- adjusting and scale setting services of technical glass, see 23.19.91
- finishing services of ampoules of glass, see 23.19.91
- washing services of glass bottles, see 81.29.19",231392
23.13.99,Sub-contracted operations as part of manufacturing of hollow glass,,,231399
23.14,Glass fibres,,,2314
23.14.1,Glass fibres,,,23141
23.14.11,"Slivers, rovings, yarn and chopped strands, of glass fibre",,,231411
23.14.12,"Voiles, webs, mats, mattresses, boards and other articles of glass fibres, except woven fabrics",,"This subcategory excludes:
- woven fabrics, see 13.20",231412
23.14.9,Sub-contracted operations as part of manufacturing of glass fibres,,,23149
23.14.99,Sub-contracted operations as part of manufacturing of glass fibres,,,231499
23.19,"Other processed glass, including technical glassware",,,2319
23.19.1,"Other glass, semi-finished",,,23191
23.19.11,"Glass in the mass, in balls (except microspheres), rods or tubes, unworked",,"This subcategory excludes:
- glass in microspheres, see 23.19.26",231911
23.19.12,"Paving blocks, bricks, tiles and other articles of pressed or moulded glass; leaded lights and the like; multicellular or foam glass in blocks, plates or similar forms",,,231912
23.19.2,Technical and other glass,,,23192
23.19.21,"Glass envelopes, open, and glass parts thereof, for electric lamps, cathode-ray tubes or the like",,,231921
23.19.22,"Glasses for clocks, watches or spectacles, not optically worked; hollow spheres and their segments, for the manufacture of such glasses",,,231922
23.19.23,"Laboratory, hygienic or pharmaceutical glassware; ampoules of glass",,,231923
23.19.24,"Glass parts for lamps and lighting fittings, illuminated signs, name-plates and the like",,,231924
23.19.25,Electrical insulators of glass,,,231925
23.19.26,Articles of glass n.e.c.,,,231926
23.19.9,"Finishing services of other glass, including technical glassware; sub-contracted operations as part of manufacturing of other processed glass, including technical glassware",,,23199
23.19.91,"Finishing services of other glass, including technical glassware","This subcategory includes:
- finishing of technical glass, e.g. adjusting and scale setting of glassware for laboratories
- finishing of other glass, e.g. hygienic or pharmaceutical commodities","This subcategory excludes:
- washing of glass bottles, see 81.29.19",231991
23.19.99,"Sub-contracted operations as part of manufacturing of other processed glass, including technical glassware",,,231999
23.2,Refractory products,,,232
23.20,Refractory products,,,2320
23.20.1,Refractory products,,,23201
23.20.11,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals or earth",,,232011
23.20.12,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than of siliceous fossil meals or earths",,,232012
23.20.13,"Refractory cements, mortars, concretes and similar compositions n.e.c.",,,232013
23.20.14,Unfired refractory products and other refractory ceramic goods,,,232014
23.20.9,Sub-contracted operations as part of manufacturing of refractory products,,,23209
23.20.99,Sub-contracted operations as part of manufacturing of refractory products,,,232099
23.3,Clay building materials,,,233
23.31,Ceramic tiles and flags,,,2331
23.31.1,Ceramic tiles and flags,,,23311
23.31.10,Ceramic tiles and flags,,,233110
23.31.9,Sub-contracted operations as part of manufacturing of ceramic tiles and flags,,,23319
23.31.99,Sub-contracted operations as part of manufacturing of ceramic tiles and flags,,,233199
23.32,"Bricks, tiles and construction products, in baked clay",,,2332
23.32.1,"Bricks, tiles and construction products, in baked clay",,,23321
23.32.11,"Non-refractory ceramic building bricks, flooring blocks, support or filler tiles and the like",,,233211
23.32.12,"Roofing tiles, chimney-pots, cowls, chimney liners, architectural ornaments and other ceramic constructional goods",,,233212
23.32.13,"Ceramic pipes, conduits, guttering and pipe fittings",,,233213
23.32.9,"Sub-contracted operations as part of manufacturing of bricks, tiles and construction products, in baked clay",,,23329
23.32.99,"Sub-contracted operations as part of manufacturing of bricks, tiles and construction products, in baked clay",,,233299
23.4,Other porcelain and ceramic products,,,234
23.41,Ceramic household and ornamental articles,,,2341
23.41.1,Ceramic household and ornamental articles,,,23411
23.41.11,"Tableware, kitchenware, other household articles and toilet articles, of porcelain or china",,,234111
23.41.12,"Tableware, kitchenware, other household articles and toilet articles, other than of porcelain or china",,,234112
23.41.13,Statuettes and other ornamental ceramic articles,,,234113
23.41.9,Sub-contracted operations as part of manufacturing of ceramic household and ornamental articles,,,23419
23.41.99,Sub-contracted operations as part of manufacturing of ceramic household and ornamental articles,,,234199
23.42,Ceramic sanitary fixtures,,,2342
23.42.1,Ceramic sanitary fixtures,,,23421
23.42.10,Ceramic sanitary fixtures,,,234210
23.42.9,Sub-contracted operations as part of manufacturing of ceramic sanitary fixtures,,,23429
23.42.99,Sub-contracted operations as part of manufacturing of ceramic sanitary fixtures,,,234299
23.43,Ceramic insulators and insulating fittings,,,2343
23.43.1,"Electrical insulators of ceramics; insulating fittings, for electrical machines, appliances or equipment, of ceramics",,,23431
23.43.10,"Electrical insulators of ceramics; insulating fittings, for electrical machines, appliances or equipment, of ceramics",,,234310
23.43.9,Sub-contracted operations as part of manufacturing of ceramic insulators and insulating fittings,,,23439
23.43.99,Sub-contracted operations as part of manufacturing of ceramic insulators and insulating fittings,,,234399
23.44,Other technical ceramic products,,,2344
23.44.1,Other technical ceramic products,,,23441
23.44.11,"Ceramic wares for laboratory, chemical or other technical uses, of porcelain or china",,,234411
23.44.12,"Ceramic wares for laboratory, chemical or other technical uses, other than of porcelain or china",,,234412
23.44.9,Sub-contracted operations as part of manufacturing of other technical ceramic products,,,23449
23.44.99,Sub-contracted operations as part of manufacturing of other technical ceramic products,,,234499
23.49,Other ceramic products,,,2349
23.49.1,Other ceramic products,,,23491
23.49.11,Ceramic articles for use in agriculture and for the conveyance or packing of goods,,,234911
23.49.12,Other non-structural ceramic articles n.e.c.,,,234912
23.49.9,Sub-contracted operations as part of manufacturing of other ceramic products,,,23499
23.49.99,Sub-contracted operations as part of manufacturing of other ceramic products,,,234999
23.5,"Cement, lime and plaster",,,235
23.51,Cement,,,2351
23.51.1,Cement,,,23511
23.51.11,Cement clinkers,,,235111
23.51.12,"Portland cement, aluminous cement, slag cement and similar hydraulic cements",,,235112
23.51.9,Sub-contracted operations as part of manufacturing of cement,,,23519
23.51.99,Sub-contracted operations as part of manufacturing of cement,,,235199
23.52,Lime and plaster,,,2352
23.52.1,"Quicklime, slaked lime and hydraulic lime",,,23521
23.52.10,"Quicklime, slaked lime and hydraulic lime",,,235210
23.52.2,Plaster,,,23522
23.52.20,Plaster,,,235220
23.52.3,Calcined or agglomerated dolomite,,,23523
23.52.30,Calcined or agglomerated dolomite,,,235230
23.52.9,Sub-contracted operations as part of manufacturing of lime and plaster,,,23529
23.52.99,Sub-contracted operations as part of manufacturing of lime and plaster,,,235299
23.6,"Articles of concrete, cement and plaster",,,236
23.61,Concrete products for construction purposes,,,2361
23.61.1,Concrete products for construction,,,23611
23.61.11,"Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone",,,236111
23.61.12,"Prefabricated structural components for building or civil engineering, of cement, concrete or artificial stone",,,236112
23.61.2,Prefabricated buildings of concrete,,,23612
23.61.20,Prefabricated buildings of concrete,"This subcategory includes:
- prefabricated buildings, predominantly made of concrete, either fully assembled and ready for use or unassembled
- incomplete buildings, whether or not assembled, having the essential character of prefabricated buildings

The buildings can be designed for housing, worksite accommodation, shops, garages and other purposes.",,236120
23.61.9,Sub-contracted operations as part of manufacturing of concrete products for construction purposes,,,23619
23.61.99,Sub-contracted operations as part of manufacturing of concrete products for construction purposes,,,236199
23.62,Plaster products for construction purposes,,,2362
23.62.1,Plaster products for construction purposes,,,23621
23.62.10,Plaster products for construction purposes,,,236210
23.62.9,Sub-contracted operations as part of manufacturing of plaster products for construction purposes,,,23629
23.62.99,Sub-contracted operations as part of manufacturing of plaster products for construction purposes,,,236299
23.63,Ready-mixed concrete,,,2363
23.63.1,Ready-mixed concrete,,,23631
23.63.10,Ready-mixed concrete,,,236310
23.63.9,Sub-contracted operations as part of manufacturing of ready-mixed concrete,,,23639
23.63.99,Sub-contracted operations as part of manufacturing of ready-mixed concrete,,,236399
23.64,Mortars,,,2364
23.64.1,Mortars,,,23641
23.64.10,Mortars,,,236410
23.64.9,Sub-contracted operations as part of manufacturing of mortars,,,23649
