NAICS 2017,NACE Rev. 2,NACE Rev. 2,US NAICS 2017,Notes
333992,27.11,"Manufacture of electric motors, generators and transformers",Welding and Soldering Equipment Manufacturing,Arc welding transformers
335311,27.11,"Manufacture of electric motors, generators and transformers","Power, Distribution, and Specialty Transformer Manufacturing",
335312,27.11,"Manufacture of electric motors, generators and transformers",Motor and Generator Manufacturing,
335313,27.12,Manufacture of electricity distribution and control apparatus,Switchgear and Switchboard Apparatus Manufacturing,
335314,27.12,Manufacture of electricity distribution and control apparatus,Relay and Industrial Control Manufacturing,Except electromagnetic brakes and clutches
326199,27.20,Manufacture of batteries and accumulators,All Other Plastics Product Manufacturing,Plastics battery separators
326299,27.20,Manufacture of batteries and accumulators,All Other Rubber Product Manufacturing,Rubber battery separators
335911,27.20,Manufacture of batteries and accumulators,Storage Battery Manufacturing,
335912,27.20,Manufacture of batteries and accumulators,Primary Battery Manufacturing,
335921,27.31,Manufacture of fibre optic cables,Fiber Optic Cable Manufacturing,
331222,27.32,Manufacture of other electronic and electric wires and cables,Steel Wire Drawing,"Insulated steel cable capable of being used as a conductor, made in steel wire drawing plants"
331318,27.32,Manufacture of other electronic and electric wires and cables,"Other Aluminum Rolling, Drawing, and Extruding","Insulated aluminum wire capable of being used as a conductor, made in wire drawing plants"
331420,27.32,Manufacture of other electronic and electric wires and cables,"Copper Rolling, Drawing, Extruding, and Alloying",Insulated copper wire made in integrated secondary smelting and drawing plants or made from purchased copper in drawing plants
335929,27.32,Manufacture of other electronic and electric wires and cables,Other Communication and Energy Wire Manufacturing,
335931,27.33,Manufacture of wiring devices,Current-Carrying Wiring Device Manufacturing,
335932,27.33,Manufacture of wiring devices,Noncurrent-Carrying Wiring Device Manufacturing,
335110,27.40,Manufacture of electric lighting equipment,Electric Lamp Bulb and Part Manufacturing,
335121,27.40,Manufacture of electric lighting equipment,Residential Electric Lighting Fixture Manufacturing,
335122,27.40,Manufacture of electric lighting equipment,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",
335129,27.40,Manufacture of electric lighting equipment,Other Lighting Equipment Manufacturing,Except incandescent mantles and bug zappers without light
336320,27.40,Manufacture of electric lighting equipment,Motor Vehicle Electrical and Electronic Equipment Manufacturing,
335210,27.51,Manufacture of electric domestic appliances,Small Electrical Appliance Manufacturing,
335220,27.51,Manufacture of electric domestic appliances,Major Household Appliance Manufacturing,New code introduced in NAICS 2017
335220,27.52,Manufacture of non-electric domestic appliances,Major Household Appliance Manufacturing,New code introduced in NAICS 2017
332216,27.90,Manufacture of other electrical equipment,Saw Blade and Handtool Manufacturing,Electric hand held soldering irons and soldering guns
333318,27.90,Manufacture of other electrical equipment,Other Commercial and Service Industry Machinery Manufacturing,Electrical teaching machines (except flight simulators)
333618,27.90,Manufacture of other electrical equipment,Other Engine Equipment Manufacturing,Electric outboard motors
333992,27.90,Manufacture of other electrical equipment,Welding and Soldering Equipment Manufacturing,"Welding, soldering, and brazing equipment, electrical"
334290,27.90,Manufacture of other electrical equipment,Other Communications Equipment Manufacturing,"Signalling equipment such as traffic and pedestrian signaling equipment, sirens"
335129,27.90,Manufacture of other electrical equipment,Other Lighting Equipment Manufacturing,Bug zappers without light
335314,27.90,Manufacture of other electrical equipment,Relay and Industrial Control Manufacturing,Electromagnetic brakes and clutches
335991,27.90,Manufacture of other electrical equipment,Carbon and Graphite Product Manufacturing,Except carbon and graphite fibers
335999,27.90,Manufacture of other electrical equipment,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
339950,27.90,Manufacture of other electrical equipment,Sign Manufacturing,"Except wooden, plastic, and metal nonelectric signs"
333611,28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Turbine and Turbine Generator Set Units Manufacturing,
333618,28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Other Engine Equipment Manufacturing,"Except automotive diesel engines, motorcycle engines and electric outboard boat motors"
336310,28.11,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,
332912,28.12,Manufacture of fluid power equipment,Fluid Power Valve and Hose Fitting Manufacturing,Except ferrous and nonferrous fluid power hose fittings
333995,28.12,Manufacture of fluid power equipment,Fluid Power Cylinder and Actuator Manufacturing,
333996,28.12,Manufacture of fluid power equipment,Fluid Power Pump and Motor Manufacturing,
332913,28.13,Manufacture of other pumps and compressors,Plumbing Fixture Fitting and Trim Manufacturing,Except plastics plumbing fixture fittings and trim and copper pipe fittings
333111,28.13,Manufacture of other pumps and compressors,Farm Machinery and Equipment Manufacturing,Farm type windmills
333415,28.13,Manufacture of other pumps and compressors,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,Air-conditioning compressors
333912,28.13,Manufacture of other pumps and compressors,Air and Gas Compressor Manufacturing,"Except airless paint spraying systems, manual pump sprayers"
333914,28.13,Manufacture of other pumps and compressors,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",New code introduced in NAICS 2017
336310,28.13,Manufacture of other pumps and compressors,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,Pumps for mounting on internal combustion engines
336320,28.13,Manufacture of other pumps and compressors,Motor Vehicle Electrical and Electronic Equipment Manufacturing,Electric fuel pumps
336330,28.13,Manufacture of other pumps and compressors,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,Power steering pumps
336340,28.13,Manufacture of other pumps and compressors,Motor Vehicle Brake System Manufacturing,Brake master cylinders - hydraulic pumps
336390,28.13,Manufacture of other pumps and compressors,Other Motor Vehicle Parts Manufacturing,Motor vehicle air conditioning compressors
336412,28.13,Manufacture of other pumps and compressors,Aircraft Engine and Engine Parts Manufacturing,Pumps used on aircraft engines
339113,28.13,Manufacture of other pumps and compressors,Laboratory Apparatus and Furniture Manufacturing,Laboratory pumps (vacuum pumps and similar)
332911,28.14,Manufacture of other taps and valves,Industrial Valve Manufacturing,
332919,28.14,Manufacture of other taps and valves,Other Metal Valve and Pipe Fitting Manufacturing,"Aerosol valves, hose nozzles (fire and garden), inline plumbing and heating valves (stops, cut-off etc)"
332991,28.15,"Manufacture of bearings, gears, gearing and driving elements",Ball and Roller Bearing Manufacturing,
333612,28.15,"Manufacture of bearings, gears, gearing and driving elements","Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",
333613,28.15,"Manufacture of bearings, gears, gearing and driving elements",Mechanical Power Transmission Equipment Manufacturing,
333249,28.21,"Manufacture of ovens, furnaces and furnace burners",Other Industrial Machinery Manufacturing,Cement kilns and chemical kilns
333414,28.21,"Manufacture of ovens, furnaces and furnace burners",Heating Equipment (except Warm Air Furnaces) Manufacturing,Except central heating boilers and radiators
333415,28.21,"Manufacture of ovens, furnaces and furnace burners",Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,Forced air heating furnaces and heat pumps
333994,28.21,"Manufacture of ovens, furnaces and furnace burners",Industrial Process Furnace and Oven Manufacturing,
333999,28.21,"Manufacture of ovens, furnaces and furnace burners",All Other Miscellaneous General Purpose Machinery Manufacturing,Cremating ovens
332216,28.22,Manufacture of lifting and handling equipment,Saw Blade and Handtool Manufacturing,Jacks (except hydraulic and pneumatic)
332313,28.22,Manufacture of lifting and handling equipment,Plate Work Manufacturing,Laminated crane hooks
333120,28.22,Manufacture of lifting and handling equipment,Construction Machinery Manufacturing,Construction cranes
333131,28.22,Manufacture of lifting and handling equipment,Mining Machinery and Equipment Manufacturing,Rotary railcar dumpers
333921,28.22,Manufacture of lifting and handling equipment,Elevator and Moving Stairway Manufacturing,
333922,28.22,Manufacture of lifting and handling equipment,Conveyor and Conveying Equipment Manufacturing,Except mining conveyors
333923,28.22,Manufacture of lifting and handling equipment,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",Except locomotive cranes
333924,28.22,Manufacture of lifting and handling equipment,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",Except grocery carts made from purchased wire
333999,28.22,Manufacture of lifting and handling equipment,All Other Miscellaneous General Purpose Machinery Manufacturing,"Hydraulic and pneumatic jacks, bridge and gate lifting machinery"
336211,28.22,Manufacture of lifting and handling equipment,Motor Vehicle Body Manufacturing,Dump truck lifting mechanisms and tail gate loaders
325992,28.23,Manufacture of office machinery and equipment (except computers and peripheral equipment),"Photographic Film, Paper, Plate, and Chemical Manufacturing",Toner cartridges
333316,28.23,Manufacture of office machinery and equipment (except computers and peripheral equipment),Photographic and Photocopying Equipment Manufacturing,"Duplicators,  blueprinting, and photocopy machinery"
333318,28.23,Manufacture of office machinery and equipment (except computers and peripheral equipment),Other Commercial and Service Industry Machinery Manufacturing,
339940,28.23,Manufacture of office machinery and equipment (except computers and peripheral equipment),Office Supplies (except Paper) Manufacturing,"Staplers, hand-held punches, labelers, and similar office machinery, blackboards, whiteboards"
