PRODCOM 2021,Name,AdditionalText,URI
2420,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",,2420
242011,"Line pipe of a kind used for oil or gas pipelines, seamless, of steel",,242011
24201110,"Line pipe, of a kind used for oil or gas pipelines, seamless, of stainless steel",Reference to HS/CN:  7304 11,24201110
24201150,"Line pipe, of a kind used for oil or gas pipelines, seamless, of steel other than stainless steel",Reference to HS/CN:  7304[.19(.10 + .30 + .90)],24201150
242012,"Casing, tubing and drill pipe, of a kind used in the drilling for oil or gas, seamless, of steel",,242012
24201210,"Casing, tubing and drill pipe, of a kind used in the drilling for oil or gas, seamless, of stainless steel",Reference to HS/CN:  7304[.22 + .24],24201210
24201250,"Casing, tubing and drill pipe, of a kind used in the drilling for oil or gas, seamless, of steel other than stainless steel",Reference to HS/CN:  7304[.23 + .29(.10 + .30 + .90)],24201250
242013,"Other tubes and pipes, of circular cross section, of steel",,242013
24201310,"Tubes and pipes, of circular cross-section, seamless, of stainless steel (excluding line pipe of a kind used for oil or gas pipelines and casing, tubing and drill pipe used for oil or gas drilling)",Reference to HS/CN:  7304[.41 + .49(.10 + .93 + .95 + .99)],24201310
24201330,"Precision tubes and pipes, of circular cross-section, cold-drawn or cold-rolled, seamless, of steel other than stainless steel",Reference to HS/CN:  7304[.31(.20) + .51(.81)],24201330
24201350,"Tubes and pipes, of circular cross-section, cold-drawn or cold-rolled, seamless, of steel other than stainless steel (excluding precision tubes and pipes)",Reference to HS/CN:  7304[.31(.80) + .51(.12 + .18 + .89)],24201350
24201370,"Tubes and pipes, of circular cross-section, hot-finished, seamless, of steel other than stainless steel (excluding line pipe of a kind used for oil or gas pipelines and casing, tubing and drill-pipe used for oil or gas drilling)",Reference to HS/CN:  7304[.39(.10 + .52 + .58 + .92 + .93 + .98) + .59(.10 + .32 + .38 + .92 + .93 + .99)],24201370
242014,"Tubes and pipes, of non-circular cross-section and hollow profiles, of steel",,242014
24201400,"Tubes and pipes, of non-circular cross-section, seamless, and hollow profiles, seamless, of steel",Reference to HS/CN:  7304 90,24201400
242021,"Line pipe of a kind used for oil or gas pipelines, welded, of an external diameter of > 406,4 mm, of steel",,242021
24202110,"Line pipe, of a kind used for oil or gas pipelines, longitudinally welded, of an external diameter > 406,4 mm, of steel",Reference to HS/CN:  7305[.11 + .12],24202110
24202150,"Line pipe, of a kind used for oil or gas pipelines, other than longitudinally welded, of an external diameter > 406,4 mm, of steel",Reference to HS/CN:  7305 19,24202150
242022,"Casing and tubing of a kind used in drilling for oil or gas, welded, of an external diameter of > 406,4 mm, of steel",,242022
24202200,"Casing, of a kind used in drilling for oil or gas, welded, of an external diameter > 406,4 mm, of steel",Reference to HS/CN:  7305 20,24202200
242023,"Other tubes and pipes, of circular cross section, welded, of an external diameter of > 406,4 mm, of steel",,242023
24202300,"Tubes and pipes, welded, of an external diameter > 406,4 mm, of steel (excluding line pipe of a kind used for oil or gas pipelines and casing used for oil or gas drilling)",Reference to HS/CN:  7305[.31 + .39],24202300
242024,"Other tubes and pipes, of circular cross section, such as open seam, riveted or similarly closed, of an external diameter of > 406,4 mm, of steel",,242024
24202400,"Tubes and pipes, riveted or similarly closed, of an external diameter > 406,4 mm, of steel (excluding line pipe for oil and gas pipelines, casing used for oil or gas drilling and welded tubes and pipes)",Reference to HS/CN:  7305 90,24202400
242031,"Line pipe of a kind used for oil or gas pipelines, welded, of an external diameter of ≤ 406,4 mm, of steel",,242031
24203110,"Line pipe, of a kind used for oil or gas pipelines, longitudinally or spirally welded, of an external diameter ≤ 406,4 mm, of stainless steel",Reference to HS/CN:  7306[.11(.10 + .90)],24203110
24203150,"Line pipe, of a kind used for oil or gas pipelines, longitudinally or spirally welded, of an external diameter ≤ 406,4 mm, of steel other than stainless steel",Reference to HS/CN:  7306[.19(.10 + .90)],24203150
242032,"Casing and tubing, of a kind used in drilling for oil or gas, welded, of an external diameter of ≤ 406,4 mm, of steel",,242032
24203210,"Casing and tubing, of a kind used in drilling for oil or gas, welded, of an external diameter ≤ 406,4 mm, of stainless steel",Reference to HS/CN:  7306 21,24203210
24203250,"Casing and tubing, of a kind used in drilling for oil or gas, welded, of an external diameter ≤ 406,4 mm, of steel other than stainless steel",Reference to HS/CN:  7306 29,24203250
242033,"Other tubes and pipes, of circular cross section, welded, of an external diameter of ≤ 406,4 mm, of steel",,242033
24203310,"Tubes and pipes, of circular cross-section, welded, of an external diameter ≤ 406,4 mm, of stainless steel (excluding line pipe of a kind used for oil or gas pipelines, and casing and tubing used for oil or gas drilling)",Reference to HS/CN:  7306[.40(.20 + .80)],24203310
24203340,"Precision tubes and pipes, of circular cross-section, welded, of an external diameter ≤ 406,4 mm, of steel other than stainless steel",Reference to HS/CN:  7306[.30(.11 + .19) + .50(.20)],24203340
24203370,"Tubes and pipes, of circular cross-section, hot- or cold-formed and welded, of an external diameter ≤ 406,4 mm, of steel other than stainless steel",Reference to HS/CN:  7306[.30(.41 + .49 + .72 + .77 + .80) + .50(.80)],24203370
242034,"Tubes and pipes, of non-circular cross-section, welded, of an external diameter of ≤ 406,4 mm, of steel",,242034
24203410,"Tubes and pipes, of non-circular cross-section, hot- or cold-formed and welded, of stainless steel",Reference to HS/CN:  7306[.61(.10) + .69(.10)],24203410
24203430,"Tubes and pipes, of square or rectangular cross-section, of a wall thickness ≤ 2 mm, hot- or cold-formed and welded, of steel other than stainless steel",Reference to HS/CN:  7306 61 92,24203430
24203450,"Tubes and pipes, of square or rectangular cross-section, of a wall thickness > 2 mm, hot- or cold-formed and welded, of steel other than stainless steel",Reference to HS/CN:  7306 61 99,24203450
24203470,"Tubes and pipes, of other non-circular cross-section than square or rectangular, hot- or cold-formed and welded, of steel other than stainless steel",Reference to HS/CN:  7306 69 90,24203470
242035,"Other tubes and pipes, such as open seam, riveted or similarly closed, of an external diameter of ≤ 406,4 mm, of steel",,242035
24203500,"Tubes and pipes, open seam, riveted or similarly closed, of steel (excluding line pipe for oil and gas pipelines, casing and tubing used for oil or gas drilling and other welded tubes and pipes)",Reference to HS/CN:  7306 90,24203500
242040,"Tube or pipe fittings of steel, not cast",,242040
24204010,"Flanges, of steel (excluding cast fittings)",Reference to HS/CN:  7307[.21 + .91],24204010
24204030,"Elbows, bends, couplings, sleeves and other threaded tube or pipe fittings, of steel (excluding cast fittings)",Reference to HS/CN:  7307[.22(.10 + .90) + .29(.10) + .92(.10 + .90) + .99(.10)],24204030
24204050,"Elbows, bends, couplings and sleeves and other socket welding tube or pipe fittings, of steel (excluding cast fittings)",Reference to HS/CN:  7307[.29(.80) + .99(.80)],24204050
24204073,"Butt welding elbows and bends, for tubes or pipes, of steel (excluding cast fittings)",Reference to HS/CN:  7307[.23(.10) + .93(.11 + .91)],24204073
24204075,"Butt welding tube or pipe fittings, other than elbows and bends, of steel (excluding cast fittings)",Reference to HS/CN:  7307[.23(.90) + .93(.19 + .99)],24204075
2431,Cold drawing of bars,,2431
243110,Cold drawn bars and solid profiles of non alloy steel,,243110
24311010,"Bars and rods, of non-alloy free-cutting steel, not further worked than cold-formed or cold-finished (e.g. by cold-drawing)",Reference to HS/CN:  7215 10,24311010
24311020,"Other bars and rods of iron or non-alloy steel, not further worked than cold-formed or cold-finished (e.g. by cold-drawing), containing by weight < 0,25 % of carbon, of square or other than rectangular cross-section (excluding those of free-cutting steel)",Reference to HS/CN:  7215 50 19,24311020
24311030,"Other bars and rods of iron or non-alloy steel, not further worked than cold-formed or cold-finished (e.g. by cold-drawing), containing by weight < 0,25 % of carbon of rectangular ‘other than square’ cross-section (excluding those of free-cutting steel)",Reference to HS/CN:  7215 50 11,24311030
24311040,"Other bars and rods of iron or non-alloy steel, cold-formed or cold-finished and further worked, or hot-formed and further worked, n.e.c. (excluding hot-rolled, hot-drawn or hot-extruded, not further worked than clad, and forged products)",Reference to HS/CN:  7215 90,24311040
24311050,"Other bars and rods of iron or non-alloy steel, not further worked than cold-formed or cold-finished (e.g. by cold-drawing), containing by weight ≥ 0,25  % of carbon (excluding those of free-cutting steel)",Reference to HS/CN:  7215 50 80,24311050
24311060,"Angles, shapes and sections, of iron or non-alloy steel, not further worked than cold-formed or cold-finished (e.g. by cold-drawing) (excluding profiled sheet)",Reference to HS/CN:  7216 69,24311060
243120,"Cold drawn bars and solid profiles of alloy steel, other than stainless steel",,243120
24312010,"Bars and rods, of high-speed steel, not further worked than cold-formed or cold-finished, even further worked, or hot-formed and further worked (excluding forged, semi-finished or flat-rolled products, hot-rolled bars and rods in irregularly wound coils); bars and rods, of silico-manganese steel, only cold-formed or cold-finished or hot-rolled, including further worked (excluding hot-rolled, hot-drawn or extruded, just clad, semi-finished products, flat-rolled products, hot-rolled bars and rods in irregularly wound coils)",Reference to HS/CN:  7228[.10(.90) + .20(.99)],24312010
24312020,"Bars/rods, 0,9 % to 1,15 % of carbon, 0,5 % to 2 % of chromium and, if present ≤ 0,5 % of molybdenum, only cold-formed or cold-finished (e.g. by cold-drawing) (excluding semi-finished or flat-rolled products; hot-rolled bars or rods in irregularly wound coils)",Reference to HS/CN:  7228 50 40,24312020
24312030,"Bars and rods of tool steel, only cold-formed or cold-finished (e.g. by cold-drawing) (excluding semi-finished products, flat-rolled products and hot-rolled bars and rods in irregularly wound coils)",Reference to HS/CN:  7228 50 20,24312030
24312040,"Bars and rods, of alloy steel, not further worked than cold-formed or cold-finished (e.g. by cold-drawing) (excluding stainless steel, high-speed steel, silico-manganese steel, alloy bearing steel, tool steel)",Reference to HS/CN:  7228[.50(.61 + .69 + .80)],24312040
24312050,"Sections, of alloy steel other than stainless, cold-finished or cold-formed (e.g. by cold-drawing)",Reference to HS/CN:  7228 70 90,24312050
243130,Cold drawn bars and solid profiles of stainless steel,,243130
24313000,Cold-drawn bars and solid profiles of stainless steel,Reference to HS/CN:  7222[.20(.11 + .19 + .21 + .29 + .31 + .39 + .81 + .89)],24313000
2432,Cold rolling of narrow strip,,2432
243210,"Flat cold rolled steel products, uncoated, of a width of < 600 mm",,243210
24321011,"Cold-rolled narrow strip of non-alloy steel, containing by weight < 0,25 % of carbon, of a width of < 600 mm",Reference to HS/CN:  7211[.23(.30a + .80a) + .90(.20a + .80a)],24321011
24321012,"Cold-rolled narrow strip of non-alloy steel, containing by weight ≥ 0,25 % but < 0,6 % of carbon, of a width of < 600 mm",Reference to HS/CN:  7211 29 00a,24321012
24321014,"Cold-rolled narrow strip of non-alloy steel, containing by weight 0,6 % or more of carbon, of a width of < 600 mm",Reference to HS/CN:  7211 29 00b,24321014
24321016,"Cold-rolled narrow strip of alloy steel other than stainless and electrical steel, of a width of < 600 mm",Reference to HS/CN:  7226 92 00a,24321016
24321018,"Cold-rolled narrow strip of stainless steel (excluding insulated electric strip, corrugated strip with one edge serrated or bevelled), of a width of < 600 mm",Reference to HS/CN:  7220[.20(.21a + .29a + .41a + .49a + .81a + .89a) + .90(.20a + .80a)],24321018
24321022,"Cold-rolled slit strip of non-alloy steel and of alloy steel other than stainless and electrical steel, of a width of < 600 mm",Reference to HS/CN:  7211[.23(.30b + .80b) + .29(.00c) + .90(.20b + .80b)] + 7226 92 00b,24321022
24321025,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ‘cold-reduced’, not clad, plated or coated, containing by weight < 0,25 % of carbon ‘electrical’",Reference to HS/CN:  7211 23 20,24321025
24321028,"Cold-rolled slit strip of stainless steel, of a width of < 600 mm",Reference to HS/CN:  7220[.20(.21b + .29b + .41b + .49b + .81b + .89b) + .90(.20b + .80b)],24321028
24321030,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled or cold-rolled ‘cold-reduced’ and electrolytically plated or coated with zinc (excluding products of high-speed steel or silicon-electrical steel)",Reference to HS/CN:  7226 99 10,24321030
24321040,"Flat -rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled or cold-rolled ‘cold-reduced’ and plated or coated with zinc (excluding electrolytically plated or coated, and products of high-speed steel or silicon-electrical steel)",Reference to HS/CN:  7226 99 30,24321040
