NAICS 2017,NAICS 2022,2017 NAICS Title,2022 NAICS Title,Change Indicator
54135,54135,Building Inspection ServicesT,Building Inspection ServicesT,
541350,541350,Building Inspection Services,Building Inspection Services,
2383,2383,Building Finishing ContractorsT,Building Finishing ContractorsT,
2382,2382,Building Equipment ContractorsT,Building Equipment ContractorsT,
339994,339994,"Broom, Brush, and Mop Manufacturing","Broom, Brush, and Mop Manufacturing",
11232,11232,Broilers and Other Meat Type Chicken ProductionT,Broilers and Other Meat Type Chicken ProductionT,
112320,112320,Broilers and Other Meat Type Chicken Production,Broilers and Other Meat Type Chicken Production,
31321,31321,Broadwoven Fabric MillsT,Broadwoven Fabric MillsT,
313210,313210,Broadwoven Fabric Mills,Broadwoven Fabric Mills,
42332,42332,"Brick, Stone, and Related Construction Material Merchant Wholesalers","Brick, Stone, and Related Construction Material Merchant Wholesalers",
423320,423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers","Brick, Stone, and Related Construction Material Merchant Wholesalers",
31212,31212,BreweriesT,BreweriesT,
312120,312120,Breweries,Breweries,
31123,31123,Breakfast Cereal ManufacturingT,Breakfast Cereal ManufacturingT,
311230,311230,Breakfast Cereal Manufacturing,Breakfast Cereal Manufacturing,
31181,31181,Bread and Bakery Product ManufacturingT,Bread and Bakery Product ManufacturingT,
71395,71395,Bowling CentersT,Bowling CentersT,
713950,713950,Bowling Centers,Bowling Centers,
312112,312112,Bottled Water Manufacturing,Bottled Water Manufacturing,
323117,323117,Books Printing,Books Printing,
42492,42492,"Book, Periodical, and Newspaper Merchant Wholesalers","Book, Periodical, and Newspaper Merchant Wholesalers",
424920,424920,"Book, Periodical, and Newspaper Merchant Wholesalers","Book, Periodical, and Newspaper Merchant Wholesalers",
332722,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing","Bolt, Nut, Screw, Rivet, and Washer Manufacturing",
3324,3324,"Boiler, Tank, and Shipping Container ManufacturingT","Boiler, Tank, and Shipping Container ManufacturingT",
441222,441222,Boat Dealers,Boat Dealers,
336612,336612,Boat Building,Boat Building,
621991,621991,Blood and Organ Banks,Blood and Organ Banks,
33792,33792,Blind and Shade ManufacturingT,Blind and Shade ManufacturingT,
337920,337920,Blind and Shade Manufacturing,Blind and Shade Manufacturing,
221117,221117,Biomass Electric Power Generation,Biomass Electric Power Generation,
325414,325414,Biological Product (except Diagnostic) Manufacturing,Biological Product (except Diagnostic) Manufacturing,
3121,3121,Beverage ManufacturingT,Beverage ManufacturingT,
312,312,Beverage and Tobacco Product ManufacturingT,Beverage and Tobacco Product ManufacturingT,
111334,111334,Berry (except Strawberry) Farming,Berry (except Strawberry) Farming,
311313,311313,Beet Sugar Manufacturing,Beet Sugar Manufacturing,
4453,4453,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Retailers",***
4248,4248,"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers","Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers",
42481,42481,Beer and Ale Merchant Wholesalers,Beer and Ale Merchant Wholesalers,
424810,424810,Beer and Ale Merchant Wholesalers,Beer and Ale Merchant Wholesalers,
11211,11211,"Beef Cattle Ranching and Farming, including FeedlotsT","Beef Cattle Ranching and Farming, including FeedlotsT",
112111,112111,Beef Cattle Ranching and Farming,Beef Cattle Ranching and Farming,
721191,721191,Bed-and-Breakfast Inns,Bed-and-Breakfast Inns,
812112,812112,Beauty Salons,Beauty Salons,
33591,33591,Battery ManufacturingT,Battery ManufacturingT,
3251,3251,Basic Chemical ManufacturingT,Basic Chemical ManufacturingT,
334412,334412,Bare Printed Circuit Board Manufacturing,Bare Printed Circuit Board Manufacturing,
812111,812111,Barber Shops,Barber Shops,
332991,332991,Ball and Roller Bearing Manufacturing,Ball and Roller Bearing Manufacturing,
3118,3118,Bakeries and Tortilla ManufacturingT,Bakeries and Tortilla ManufacturingT,
445291,445291,Baked Goods Stores,Baked Goods Retailers,*
8111,8111,Automotive Repair and MaintenanceT,Automotive Repair and MaintenanceT,
4413,4413,"Automotive Parts, Accessories, and Tire Stores","Automotive Parts, Accessories, and Tire Retailers",***
811191,811191,Automotive Oil Change and Lubrication Shops,Automotive Oil Change and Lubrication Shops,
81111,81111,Automotive Mechanical and Electrical Repair and MaintenanceT,Automotive Mechanical and Electrical Repair and MaintenanceT,
811122,811122,Automotive Glass Replacement Shops,Automotive Glass Replacement Shops,
5321,5321,Automotive Equipment Rental and LeasingT,Automotive Equipment Rental and LeasingT,
81112,81112,"Automotive Body, Paint, Interior, and Glass RepairT","Automotive Body, Paint, Interior, and Glass RepairT",
811121,811121,"Automotive Body, Paint, and Interior Repair and Maintenance","Automotive Body, Paint, and Interior Repair and Maintenance",
611692,611692,Automobile Driving Schools,Automobile Driving Schools,
4411,4411,Automobile Dealers,Automobile Dealers,
42311,42311,Automobile and Other Motor Vehicle Merchant Wholesalers,Automobile and Other Motor Vehicle Merchant Wholesalers,
423110,423110,Automobile and Other Motor Vehicle Merchant Wholesalers,Automobile and Other Motor Vehicle Merchant Wholesalers,
33611,33611,Automobile and Light Duty Motor Vehicle ManufacturingT,Automobile and Light Duty Motor Vehicle ManufacturingT,
334512,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use","Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",
3343,3343,Audio and Video Equipment ManufacturingT,Audio and Video Equipment ManufacturingT,
33431,33431,Audio and Video Equipment ManufacturingT,Audio and Video Equipment ManufacturingT,
334310,334310,Audio and Video Equipment Manufacturing,Audio and Video Equipment Manufacturing,
623312,623312,Assisted Living Facilities for the Elderly,Assisted Living Facilities for the Elderly,
324122,324122,Asphalt Shingle and Coating Materials Manufacturing,Asphalt Shingle and Coating Materials Manufacturing,
32412,32412,"Asphalt Paving, Roofing, and Saturated Materials ManufacturingT","Asphalt Paving, Roofing, and Saturated Materials ManufacturingT",
324121,324121,Asphalt Paving Mixture and Block Manufacturing,Asphalt Paving Mixture and Block Manufacturing,
71,71,"Arts, Entertainment, and RecreationT","Arts, Entertainment, and RecreationT",
32522,32522,Artificial and Synthetic Fibers and Filaments ManufacturingT,Artificial and Synthetic Fibers and Filaments ManufacturingT,
325220,325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Artificial and Synthetic Fibers and Filaments Manufacturing,
561613,561613,Armored Car Services,Armored Car Services,
5413,5413,"Architectural, Engineering, and Related ServicesT","Architectural, Engineering, and Related ServicesT",
54131,54131,Architectural ServicesT,Architectural ServicesT,
541310,541310,Architectural Services,Architectural Services,
3323,3323,Architectural and Structural Metals ManufacturingT,Architectural and Structural Metals ManufacturingT,
1125,1125,AquacultureT,AquacultureT,
11251,11251,AquacultureT,AquacultureT,
611513,611513,Apprenticeship Training,Apprenticeship Training,
811412,811412,Appliance Repair and Maintenance,Appliance Repair and Maintenance,
111331,111331,Apple Orchards,Apple Orchards,
4243,4243,"Apparel, Piece Goods, and Notions Merchant Wholesalers","Apparel, Piece Goods, and Notions Merchant Wholesalers",
315,315,Apparel ManufacturingT,Apparel ManufacturingT,
3151,3151,Apparel Knitting MillsT,Apparel Knitting MillsT,
3159,3159,Apparel Accessories and Other Apparel ManufacturingT,Apparel Accessories and Other Apparel ManufacturingT,
31599,31599,Apparel Accessories and Other Apparel ManufacturingT,Apparel Accessories and Other Apparel ManufacturingT,
315990,315990,Apparel Accessories and Other Apparel Manufacturing,Apparel Accessories and Other Apparel Manufacturing,
11291,11291,ApicultureT,ApicultureT,
112910,112910,Apiculture,Apiculture,
3116,3116,Animal Slaughtering and ProcessingT,Animal Slaughtering and ProcessingT,
31161,31161,Animal Slaughtering and ProcessingT,Animal Slaughtering and ProcessingT,
112,112,Animal Production and AquacultureT,Animal Production and AquacultureT,
3111,3111,Animal Food ManufacturingT,Animal Food ManufacturingT,
31111,31111,Animal Food ManufacturingT,Animal Food ManufacturingT,
311611,311611,Animal (except Poultry) Slaughtering,Animal (except Poultry) Slaughtering,
334516,334516,Analytical Laboratory Instrument Manufacturing,Analytical Laboratory Instrument Manufacturing,
713,713,"Amusement, Gambling, and Recreation IndustriesT","Amusement, Gambling, and Recreation IndustriesT",
7131,7131,Amusement Parks and ArcadesT,Amusement Parks and ArcadesT,
71312,71312,Amusement ArcadesT,Amusement ArcadesT,
713120,713120,Amusement Arcades,Amusement Arcades,
71311,71311,Amusement and Theme ParksT,Amusement and Theme ParksT,
713110,713110,Amusement and Theme Parks,Amusement and Theme Parks,
332993,332993,Ammunition (except Small Arms) Manufacturing,Ammunition (except Small Arms) Manufacturing,
92115,92115,American Indian and Alaska Native Tribal Governments,American Indian and Alaska Native Tribal Governments,
921150,921150,American Indian and Alaska Native Tribal Governments,American Indian and Alaska Native Tribal Governments,
621,621,Ambulatory Health Care ServicesT,Ambulatory Health Care ServicesT,
62191,62191,Ambulance ServicesT,Ambulance ServicesT,
621910,621910,Ambulance Services,Ambulance Services,
331315,331315,"Aluminum Sheet, Plate, and Foil Manufacturing","Aluminum Sheet, Plate, and Foil Manufacturing",
331524,331524,Aluminum Foundries (except Die-Casting),Aluminum Foundries (except Die-Casting),
331313,331313,Alumina Refining and Primary Aluminum Production,Alumina Refining and Primary Aluminum Production,
3313,3313,Alumina and Aluminum Production and ProcessingT,Alumina and Aluminum Production and ProcessingT,
33131,33131,Alumina and Aluminum Production and ProcessingT,Alumina and Aluminum Production and ProcessingT,
32199,32199,All Other Wood Product ManufacturingT,All Other Wood Product ManufacturingT,
56299,56299,All Other Waste Management Services,All Other Waste Management Services,
721199,721199,All Other Traveler Accommodation,All Other Traveler Accommodation,
561599,561599,All Other Travel Arrangement and Reservation Services,All Other Travel Arrangement and Reservation Services,
336999,336999,All Other Transportation Equipment Manufacturing,All Other Transportation Equipment Manufacturing,
485999,485999,All Other Transit and Ground Passenger Transportation,All Other Transit and Ground Passenger Transportation,
31499,31499,All Other Textile Product MillsT,All Other Textile Product MillsT,
56199,56199,All Other Support ServicesT,All Other Support ServicesT,
561990,561990,All Other Support Services,All Other Support Services,
488999,488999,All Other Support Activities for Transportation,All Other Support Activities for Transportation,
23899,23899,All Other Specialty Trade ContractorsT,All Other Specialty Trade ContractorsT,
238990,238990,All Other Specialty Trade Contractors,All Other Specialty Trade Contractors,
61169,61169,All Other Schools and InstructionT,All Other Schools and InstructionT,
326299,326299,All Other Rubber Product Manufacturing,All Other Rubber Product Manufacturing,
54199,54199,"All Other Professional, Scientific, and Technical ServicesT","All Other Professional, Scientific, and Technical ServicesT",
541990,541990,"All Other Professional, Scientific, and Technical Services","All Other Professional, Scientific, and Technical Services",
326199,326199,All Other Plastics Product Manufacturing,All Other Plastics Product Manufacturing,
48699,48699,All Other Pipeline TransportationT,All Other Pipeline TransportationT,
486990,486990,All Other Pipeline Transportation,All Other Pipeline Transportation,
324199,324199,All Other Petroleum and Coal Products Manufacturing,All Other Petroleum and Coal Products Manufacturing,
81299,81299,All Other Personal Services,All Other Personal Services,
812990,812990,All Other Personal Services,All Other Personal Services,
621498,621498,All Other Outpatient Care Centers,All Other Outpatient Care Centers,
32799,32799,All Other Nonmetallic Mineral Product ManufacturingT,All Other Nonmetallic Mineral Product ManufacturingT,
321999,321999,All Other Miscellaneous Wood Product Manufacturing,All Other Miscellaneous Wood Product Manufacturing,
562998,562998,All Other Miscellaneous Waste Management Services,All Other Miscellaneous Waste Management Services,
314999,314999,All Other Miscellaneous Textile Product Mills,All Other Miscellaneous Textile Product Mills,
611699,611699,All Other Miscellaneous Schools and Instruction,All Other Miscellaneous Schools and Instruction,
327999,327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,
33999,33999,All Other Miscellaneous ManufacturingT,All Other Miscellaneous ManufacturingT,
339999,339999,All Other Miscellaneous Manufacturing,All Other Miscellaneous Manufacturing,
311999,311999,All Other Miscellaneous Food Manufacturing,All Other Miscellaneous Food Manufacturing,
332999,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,All Other Miscellaneous Fabricated Metal Product Manufacturing,
335999,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
111998,111998,All Other Miscellaneous Crop Farming,All Other Miscellaneous Crop Farming,
325998,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,All Other Miscellaneous Chemical Product and Preparation Manufacturing,
621999,621999,All Other Miscellaneous Ambulatory Health Care Services,All Other Miscellaneous Ambulatory Health Care Services,
541199,541199,All Other Legal Services,All Other Legal Services,
524298,524298,All Other Insurance Related Activities,All Other Insurance Related Activities,
111199,111199,All Other Grain Farming,All Other Grain Farming,
33399,33399,All Other General Purpose Machinery ManufacturingT,All Other General Purpose Machinery ManufacturingT,
31199,31199,All Other Food ManufacturingT,All Other Food ManufacturingT,
52399,52399,All Other Financial Investment Activities,All Other Financial Investment Activities,
33299,33299,All Other Fabricated Metal Product ManufacturingT,All Other Fabricated Metal Product ManufacturingT,
33599,33599,All Other Electrical Equipment and Component ManufacturingT,All Other Electrical Equipment and Component ManufacturingT,
11199,11199,All Other Crop FarmingT,All Other Crop FarmingT,
322299,322299,All Other Converted Paper Product Manufacturing,All Other Converted Paper Product Manufacturing,
532289,532289,All Other Consumer Goods Rental,All Other Consumer Goods Rental,
32599,32599,All Other Chemical Product and Preparation ManufacturingT,All Other Chemical Product and Preparation ManufacturingT,
561499,561499,All Other Business Support Services,All Other Business Support Services,
325199,325199,All Other Basic Organic Chemical Manufacturing,All Other Basic Organic Chemical Manufacturing,
811198,811198,All Other Automotive Repair and Maintenance,All Other Automotive Repair and Maintenance,
11299,11299,All Other Animal ProductionT,All Other Animal ProductionT,
112990,112990,All Other Animal Production,All Other Animal Production,
71399,71399,All Other Amusement and Recreation IndustriesT,All Other Amusement and Recreation IndustriesT,
713990,713990,All Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,
62199,62199,All Other Ambulatory Health Care ServicesT,All Other Ambulatory Health Care ServicesT,
48811,48811,Airport OperationsT,Airport OperationsT,
336411,336411,Aircraft Manufacturing,Aircraft Manufacturing,
336412,336412,Aircraft Engine and Engine Parts Manufacturing,Aircraft Engine and Engine Parts Manufacturing,
333415,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,
481,481,Air TransportationT,Air TransportationT,
488111,488111,Air Traffic Control,Air Traffic Control,
333912,333912,Air and Gas Compressor Manufacturing,Air and Gas Compressor Manufacturing,
11,11,"Agriculture, Forestry, Fishing and HuntingT","Agriculture, Forestry, Fishing and HuntingT",
3331,3331,"Agriculture, Construction, and Mining Machinery ManufacturingT","Agriculture, Construction, and Mining Machinery ManufacturingT",
33311,33311,Agricultural Implement ManufacturingT,Agricultural Implement ManufacturingT,
7114,7114,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public FiguresT","Agents and Managers for Artists, Athletes, Entertainers, and Other Public FiguresT",
71141,71141,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public FiguresT","Agents and Managers for Artists, Athletes, Entertainers, and Other Public FiguresT",
711410,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",
5242,5242,"Agencies, Brokerages, and Other Insurance Related ActivitiesT","Agencies, Brokerages, and Other Insurance Related ActivitiesT",
3364,3364,Aerospace Product and Parts ManufacturingT,Aerospace Product and Parts ManufacturingT,
33641,33641,Aerospace Product and Parts ManufacturingT,Aerospace Product and Parts ManufacturingT,
5418,5418,"Advertising, Public Relations, and Related ServicesT","Advertising, Public Relations, and Related ServicesT",
54187,54187,Advertising Material Distribution ServicesT,Advertising Material Distribution ServicesT,
541870,541870,Advertising Material Distribution Services,Advertising Material Distribution Services,
54181,54181,Advertising AgenciesT,Advertising AgenciesT,
541810,541810,Advertising Agencies,Advertising Agencies,
541611,541611,Administrative Management and General Management Consulting Services,Administrative Management and General Management Consulting Services,
561,561,Administrative and Support ServicesT,Administrative and Support ServicesT,
56,56,Administrative and Support and Waste Management and Remediation ServicesT,Administrative and Support and Waste Management and Remediation ServicesT,
92314,92314,Administration of Veterans' Affairs,Administration of Veterans' Affairs,
923140,923140,Administration of Veterans' Affairs,Administration of Veterans' Affairs,
92512,92512,Administration of Urban Planning and Community and Rural Development,Administration of Urban Planning and Community and Rural Development,
925120,925120,Administration of Urban Planning and Community and Rural Development,Administration of Urban Planning and Community and Rural Development,
92312,92312,Administration of Public Health Programs,Administration of Public Health Programs,
923120,923120,Administration of Public Health Programs,Administration of Public Health Programs,
92313,92313,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)","Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)",
923130,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)","Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)",
923,923,Administration of Human Resource Programs,Administration of Human Resource Programs,
9231,9231,Administration of Human Resource Programs,Administration of Human Resource Programs,
925,925,"Administration of Housing Programs, Urban Planning, and Community Development","Administration of Housing Programs, Urban Planning, and Community Development",
9251,9251,"Administration of Housing Programs, Urban Planning, and Community Development","Administration of Housing Programs, Urban Planning, and Community Development",
92511,92511,Administration of Housing Programs,Administration of Housing Programs,
925110,925110,Administration of Housing Programs,Administration of Housing Programs,
92611,92611,Administration of General Economic Programs,Administration of General Economic Programs,
926110,926110,Administration of General Economic Programs,Administration of General Economic Programs,
924,924,Administration of Environmental Quality Programs,Administration of Environmental Quality Programs,
9241,9241,Administration of Environmental Quality Programs,Administration of Environmental Quality Programs,
92311,92311,Administration of Education Programs,Administration of Education Programs,
923110,923110,Administration of Education Programs,Administration of Education Programs,
926,926,Administration of Economic Programs,Administration of Economic Programs,
9261,9261,Administration of Economic Programs,Administration of Economic Programs,
92412,92412,Administration of Conservation Programs,Administration of Conservation Programs,
924120,924120,Administration of Conservation Programs,Administration of Conservation Programs,
92411,92411,Administration of Air and Water Resource and Solid Waste Management Programs,Administration of Air and Water Resource and Solid Waste Management Programs,
924110,924110,Administration of Air and Water Resource and Solid Waste Management Programs,Administration of Air and Water Resource and Solid Waste Management Programs,
32552,32552,Adhesive ManufacturingT,Adhesive ManufacturingT,
325520,325520,Adhesive Manufacturing,Adhesive Manufacturing,
5313,5313,Activities Related to Real EstateT,Activities Related to Real EstateT,
5223,5223,Activities Related to Credit Intermediation,Activities Related to Credit Intermediation,
5412,5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll ServicesT","Accounting, Tax Preparation, Bookkeeping, and Payroll ServicesT",
54121,54121,"Accounting, Tax Preparation, Bookkeeping, and Payroll ServicesT","Accounting, Tax Preparation, Bookkeeping, and Payroll ServicesT",
721,721,AccommodationT,AccommodationT,
72,72,Accommodation and Food ServicesT,Accommodation and Food ServicesT,
32791,32791,Abrasive Product ManufacturingT,Abrasive Product ManufacturingT,
327910,327910,Abrasive Product Manufacturing,Abrasive Product Manufacturing,
